Sigla,Município,Q1,Q2,Q3,Q4,Average Precipitation,,,,
PI,Vila Nova do Piauí,,,,,#DIV/0!,,,,
PI,Wall Ferraz,,,,,#DIV/0!,,,,
PR,Abatiá,178.03,97.23,59.2,116,112.615,,,,
PR,Adrianópolis,189.94,115.38,72.89,119.28,124.3725,,,,
PR,Agudos do Sul,170.57,117.33,94.7,132.27,128.7175,,,,
PR,Almirante Tamandaré,160.17,104.7,85.3,121.27,117.86,,,,
PR,Altamira do Paraná,175.5,127.33,106.93,161.73,142.8725,,,,
PR,Altônia,164.47,128.83,82.68,163.6,134.895,,,,
PR,Alto Paraná,161.23,99,57.77,118.77,109.1925,,,,
PR,Alto Piquiri,169.1,123.83,88.97,158.5,135.1,,,,
PR,Alvorada do Sul,179.13,94.05,51.95,110.52,108.9125,,,,
PR,Amaporã,165.8,105.18,64.6,137.68,118.315,,,,
PR,Ampére,165.92,143.72,129.3,171.93,152.7175,,,,
PR,Anahy,172.8,126.57,101.23,161.13,140.4325,,,,
PR,Andirá,178,93.57,54.47,112.77,109.7025,,,,
PR,Ângulo,157.3,98.4,54.67,104.37,103.685,,,,
PR,Antonina,219.55,154.75,84.28,138.68,149.315,,,,
PR,Antônio Olinto,142.43,103.27,93.53,123.6,115.7075,,,,
PR,Apucarana,184.87,116.2,77.19,129.54,126.95,,,,
PR,Arapongas,183.98,112.65,70.3,123.67,122.65,,,,
PR,Arapoti,166.77,99.81,75.2,121.19,115.7425,,,,
PR,Arapuã,,,,,#DIV/0!,,,,
PR,Araruna,174.52,114.9,92.1,145.5,131.755,,,,
PR,Araucária,161.69,111.37,91.16,126.03,122.5625,,,,
PR,Ariranha do Ivaí,,,,,#DIV/0!,,,,
PR,Assaí,192.17,111.93,72.5,129.87,126.6175,,,,
PR,Assis Chateaubriand,168.57,128.65,93.68,162.32,138.305,,,,
PR,Astorga,166.8,102.9,58.83,109.27,109.45,,,,
PR,Atalaia,159.1,96.27,53.27,108.43,104.2675,,,,
PR,Balsa Nova,155.03,105.98,91.48,123.87,119.09,,,,
PR,Bandeirantes,178.67,94.6,55.6,113.73,110.65,,,,
PR,Barbosa Ferraz,170.33,113.67,91.33,137.4,128.1825,,,,
PR,Barracão,166.3,149.23,138.8,173.5,156.9575,,,,
PR,Barra do Jacaré,178,93.57,54.47,112.77,109.7025,,,,
PR,Bela Vista da Caroba,,,,,#DIV/0!,,,,
PR,Bela Vista do Paraíso,190.77,105.73,62.2,120.97,119.9175,,,,
PR,Bituruna,158.33,142.78,134.7,164.31,150.03,,,,
PR,Boa Esperança,176.13,121.17,98.87,154.13,137.575,,,,
PR,Boa Esperança do Iguaçu,170.9,138.8,120.27,172.57,150.635,,,,
PR,Boa Ventura de São Roque,,,,,#DIV/0!,,,,
PR,Boa Vista da Aparecida,170.4,138.53,118.27,171,149.55,,,,
PR,Bocaiúva do Sul,183.76,119.87,83.69,130.3,129.405,,,,
PR,Bom Jesus do Sul,,,,,#DIV/0!,,,,
PR,Bom Sucesso,162.03,106.77,73.47,119.7,115.4925,,,,
PR,Bom Sucesso do Sul,172.53,151.23,136.5,181.87,160.5325,,,,
PR,Borrazópolis,170.23,114.97,84.9,130.93,125.2575,,,,
PR,Braganey,175.13,130.43,106.6,164.9,144.265,,,,
PR,Brasilândia do Sul,167.63,125.47,87.8,160.2,135.275,,,,
PR,Cafeara,170.27,92.93,49.97,109.07,105.56,,,,
PR,Cafelândia,174.97,135.5,108.3,168.03,146.7,,,,
PR,Cafezal do Sul,167.42,124.43,85.9,159.62,134.3425,,,,
PR,Califórnia,185.73,116.83,77.83,130.3,127.6725,,,,
PR,Cambará,178.73,93.53,53.73,112.37,109.59,,,,
PR,Cambé,185.63,105.1,61.03,118.37,117.5325,,,,
PR,Cambira,176.4,112.97,74.2,123.73,121.825,,,,
PR,Campina da Lagoa,175.17,126.67,104.63,161,141.8675,,,,
PR,Campina do Simão,,,,,#DIV/0!,,,,
PR,Campina Grande do Sul,197,131.52,83.95,134.85,136.83,,,,
PR,Campo Bonito,179.32,137.68,116.03,171.43,151.115,,,,
PR,Campo do Tenente,160.63,111.53,93.8,126.7,123.165,,,,
PR,Campo Largo,159.18,107.03,88.76,123.26,119.5575,,,,
PR,Campo Magro,,,,,#DIV/0!,,,,
PR,Campo Mourão,175.73,114.52,95.45,143.95,132.4125,,,,
PR,Cândido de Abreu,158.69,122.98,109.12,145.86,134.1625,,,,
PR,Candói,172.59,140.46,127.11,166.95,151.7775,,,,
PR,Cantagalo,175.85,136.22,121.52,164.25,149.46,,,,
PR,Capanema,159.05,137.52,119.22,164.82,145.1525,,,,
PR,Capitão Leônidas Marques,166.83,138.13,117.53,168.87,147.84,,,,
PR,Carambeí,,,,,#DIV/0!,,,,
PR,Carlópolis,170.9,89.7,55.6,109.1,106.325,,,,
PR,Cascavel,176.07,139.88,115.86,171.82,150.9075,,,,
PR,Castro,168.07,114.08,91.95,127.34,125.36,,,,
PR,Catanduvas,178.47,140.13,119.38,174.33,153.0775,,,,
PR,Centenário do Sul,173.9,93.3,50.47,109.53,106.8,,,,
PR,Cerro Azul,172.25,103.43,76.82,118.83,117.8325,,,,
PR,Céu Azul,168.69,141.33,117.13,169.53,149.17,,,,
PR,Chopinzinho,172.99,148.32,133.98,177.08,158.0925,,,,
PR,Cianorte,166.52,108.64,77.63,135.9,122.1725,,,,
PR,Cidade Gaúcha,165.83,108.03,70.63,139.63,121.03,,,,
PR,Clevelândia,174.07,167.97,160.53,187.97,172.635,,,,
PR,Colombo,169.1,112.03,85.3,125.27,122.925,,,,
PR,Colorado,164.88,93.95,50.72,109.88,104.8575,,,,
PR,Congonhinhas,179.7,109.63,75.87,128.6,123.45,,,,
PR,Conselheiro Mairinck,170.83,96.67,64.4,116.47,112.0925,,,,
PR,Contenda,165,114.13,92.13,128.3,124.89,,,,
PR,Corbélia,175.54,133.41,107.99,166.97,145.9775,,,,
PR,Cornélio Procópio,184.63,103.03,64.27,121.48,118.3525,,,,
PR,Coronel Domingos Soares,,,,,#DIV/0!,,,,
PR,Coronel Vivida,173.08,152.97,138.99,181.63,161.6675,,,,
PR,Corumbataí do Sul,170.33,113.67,91.33,137.4,128.1825,,,,
PR,Cruzeiro do Iguaçu,173.8,139.07,120.4,174.4,151.9175,,,,
PR,Cruzeiro do Oeste,168.64,115.01,80.96,148.83,128.36,,,,
PR,Cruzeiro do Sul,162.03,95.7,52.97,113.87,106.1425,,,,
PR,Cruz Machado,159.02,129.11,121.31,151.07,140.1275,,,,
PR,Cruzmaltina,,,,,#DIV/0!,,,,
PR,Curitiba,166.43,112.97,87.03,125.9,123.0825,,,,
PR,Curiúva,165.23,110.02,84.77,129.98,122.5,,,,
PR,Diamante do Norte,170.03,100.1,54.17,136.63,115.2325,,,,
PR,Diamante do Sul,178.75,134.13,114.85,168.38,149.0275,,,,
PR,Diamante D'Oeste,168.5,141.07,107.03,168.93,146.3825,,,,
PR,Dois Vizinhos,173.93,143.93,126.7,177.5,155.515,,,,
PR,Douradina,167.57,111.63,70.58,149.13,124.7275,,,,
PR,Doutor Camargo,158.7,102.4,67.47,119.03,111.9,,,,
PR,Enéas Marques,173.47,148.33,132.63,179.73,158.54,,,,
PR,Engenheiro Beltrão,162.3,105.33,74.73,125.1,116.865,,,,
PR,Esperança Nova,,,,,#DIV/0!,,,,
PR,Entre Rios do Oeste,167.1,140.17,100.43,168.83,144.1325,,,,
PR,Espigão Alto do Iguaçu,,,,,#DIV/0!,,,,
PR,Farol,176.07,116.57,95.37,148.17,134.045,,,,
PR,Faxinal,171.73,119.38,91.97,137.22,130.075,,,,
PR,Fazenda Rio Grande,172.83,119.6,91.53,132.3,129.065,,,,
PR,Fênix,165.57,108.97,81.93,129.1,121.3925,,,,
PR,Fernandes Pinheiro,,,,,#DIV/0!,,,,
PR,Figueira,166.77,108.07,81.33,128.2,121.0925,,,,
PR,Floraí,159.47,99.97,60.4,119.1,109.735,,,,
PR,Flor da Serra do Sul,171.15,153,142.12,178.63,161.225,,,,
PR,Floresta,157.03,102,65.47,113.97,109.6175,,,,
PR,Florestópolis,180.03,98.27,54.97,112.87,111.535,,,,
PR,Flórida,161.93,97.4,53.47,106.8,104.9,,,,
PR,Formosa do Oeste,169.17,125.47,92.2,159.87,136.6775,,,,
PR,Foz do Iguaçu,153.87,142.43,118.6,160,143.725,,,,
PR,Francisco Alves,165.2,129.67,86.27,163.17,136.0775,,,,
PR,Francisco Beltrão,172.58,151.4,137.85,180.08,160.4775,,,,
PR,Foz do Jordão,,,,,#DIV/0!,,,,
PR,General Carneiro,157.48,138.48,134.72,162.87,148.3875,,,,
PR,Godoy Moreira,166.8,112.53,87.83,133.67,125.2075,,,,
PR,Goioerê,171.09,121.94,92.5,156.16,135.4225,,,,
PR,Goioxim,,,,,#DIV/0!,,,,
PR,Grandes Rios,163.5,120.53,100.35,141.68,131.515,,,,
PR,Guaíra,163.63,135.15,86.93,165.5,137.8025,,,,
PR,Guairaçá,166.33,101.37,58.97,131.2,114.4675,,,,
PR,Guamiranga,,,,,#DIV/0!,,,,
PR,Guapirama,174.63,96.67,61.03,115.63,111.99,,,,
PR,Guaporema,165.37,105.9,66.23,138,118.875,,,,
PR,Guaraci,169.8,96.4,52.7,109.2,107.025,,,,
PR,Guaraniaçu,179.49,136.49,116.22,171.37,150.8925,,,,
PR,Guarapuava,171.63,135.63,124.56,157.74,147.39,,,,
PR,Guaraqueçaba,254.06,192.73,94.31,154.88,173.995,,,,
PR,Guaratuba,209.86,151.15,90.18,142.9,148.5225,,,,
PR,Honório Serpa,174.2,162,151.77,185.3,168.3175,,,,
PR,Ibaiti,169.46,104.32,75.53,124.42,118.4325,,,,
PR,Ibema,180.63,140.23,119.23,173.6,153.4225,,,,
PR,Ibiporã,196.73,110.57,67.87,127.43,125.65,,,,
PR,Icaraíma,168.1,116.4,72,155.42,127.98,,,,
PR,Iguaraçu,157.3,98.4,54.67,104.37,103.685,,,,
PR,Iguatu,175.13,130.43,106.6,164.9,144.265,,,,
PR,Imbaú,,,,,#DIV/0!,,,,
PR,Imbituva,157.3,119.73,110.37,142.73,132.5325,,,,
PR,Inácio Martins,164.58,131.66,122.96,152.74,142.985,,,,
PR,Inajá,164.07,93.63,50.67,114.67,105.76,,,,
PR,Indianópolis,165.2,107.7,73.73,136.43,120.765,,,,
PR,Ipiranga,156.45,115.45,104.74,139.04,128.92,,,,
PR,Iporã,166.5,127.6,87.1,161.9,135.775,,,,
PR,Iracema do Oeste,170.93,128.57,97.2,162.3,139.75,,,,
PR,Irati,158.3,122.09,113.91,144.03,134.5825,,,,
PR,Iretama,173.3,119.64,101.26,147.26,135.365,,,,
PR,Itaguajé,167.4,93,49.97,109.67,105.01,,,,
PR,Itaipulândia,164.37,142.53,112.07,166.93,146.475,,,,
PR,Itambaracá,176.87,89.63,50.27,109.47,106.56,,,,
PR,Itambé,160.9,105,72.93,121.2,115.0075,,,,
PR,Itapejara d'Oeste,173.2,152.83,138.27,183.07,161.8425,,,,
PR,Itaperuçu,163.08,105.8,84.28,121.45,118.6525,,,,
PR,Itaúna do Sul,169.1,101.97,57.43,137.13,116.4075,,,,
PR,Ivaí,154.8,120.9,110.2,143.87,132.4425,,,,
PR,Ivaiporã,166.55,121.07,100.85,142.62,132.7725,,,,
PR,Ivaté,168.03,114.08,71.38,152.85,126.585,,,,
PR,Ivatuba,158.7,102.4,67.47,119.03,111.9,,,,
PR,Jaboti,168.13,97.47,68.43,118.17,113.05,,,,
PR,Jacarezinho,178.65,93.83,54.57,112.27,109.83,,,,
PR,Jaguapitã,176.67,100.43,56.47,112.72,111.5725,,,,
PR,Jaguariaíva,174.67,101.37,76.12,121.77,118.4825,,,,
PR,Jandaia do Sul,166.4,108.6,69.83,116.5,115.3325,,,,
PR,Janiópolis,174.23,117.57,93.43,149.93,133.79,,,,
PR,Japira,173.03,100.77,68.03,120.3,115.5325,,,,
PR,Japurá,161.83,103.33,66.73,127.57,114.865,,,,
PR,Jardim Alegre,169.22,118.3,97.15,140.92,131.3975,,,,
PR,Jardim Olinda,166.53,90.57,47.73,111.8,104.1575,,,,
PR,Jataizinho,190.8,106.7,66,124.23,121.9325,,,,
PR,Jesuítas,170.93,128.57,97.2,162.3,139.75,,,,
PR,Joaquim Távora,173.27,93.77,58.63,112.9,109.6425,,,,
PR,Jundiaí do Sul,176.2,99.47,63.83,118.5,114.5,,,,
PR,Juranda,173.83,123.37,99.23,157.47,138.475,,,,
PR,Jussara,161.1,103.73,69.87,124.83,114.8825,,,,
PR,Kaloré,166.5,111.4,81.7,127.67,121.8175,,,,
PR,Lapa,151.31,106.69,93.9,124.33,119.0575,,,,
PR,Laranjal,176.82,130.77,113.03,163.5,146.03,,,,
PR,Laranjeiras do Sul,177.1,141.83,126.03,172.37,154.3325,,,,
PR,Leópolis,182.57,97.7,57.93,115.83,113.5075,,,,
PR,Lidianópolis,167.97,116.67,90.9,135.3,127.71,,,,
PR,Lindoeste,171.67,140.6,117.77,171.13,150.2925,,,,
PR,Loanda,168.84,106.04,62.49,142.67,120.01,,,,
PR,Lobato,162.4,94.8,51.67,110.13,104.75,,,,
PR,Londrina,192.92,117.21,78.26,134.27,130.665,,,,
PR,Luiziana,176.62,119.81,101.77,150.28,137.12,,,,
PR,Lunardelli,168.17,115.7,90.57,135,127.36,,,,
PR,Lupionópolis,170.27,92.93,49.97,109.07,105.56,,,,
PR,Mallet,148.87,118.5,110.57,140.57,129.6275,,,,
PR,Mamborê,176.89,122.21,102.02,154.97,139.0225,,,,
PR,Mandaguaçu,155.47,97.9,55.43,106.5,103.825,,,,
PR,Mandaguari,164.93,105.27,62.8,110.63,110.9075,,,,
PR,Mandirituba,167.8,116.1,93.63,130.33,126.965,,,,
PR,Manfrinópolis,,,,,#DIV/0!,,,,
PR,Mangueirinha,169.8,156.66,145.18,179.41,162.7625,,,,
PR,Manoel Ribas,170.02,124.72,107.18,148.32,137.56,,,,
PR,Marechal Cândido Rondon,167,138.3,97.48,168.02,142.7,,,,
PR,Maria Helena,167.7,114.83,76.6,150.7,127.4575,,,,
PR,Marialva,157.77,103.9,65.43,111,109.525,,,,
PR,Marilândia do Sul,183.07,119.37,85.07,135.83,130.835,,,,
PR,Marilena,170.37,104.07,58.7,142.43,118.8925,,,,
PR,Mariluz,169.7,121.47,89.03,156.07,134.0675,,,,
PR,Maringá,153.73,100.13,57.43,103.47,103.69,,,,
PR,Mariópolis,180.23,168.37,160.5,190.87,174.9925,,,,
PR,Maripá,168.1,133.37,95.57,165.17,140.5525,,,,
PR,Marmeleiro,173.97,155.5,143.9,182.37,163.935,,,,
PR,Marquinho,,,,,#DIV/0!,,,,
PR,Marumbi,167.2,110.73,76.63,122.63,119.2975,,,,
PR,Matelândia,162,139.37,117.47,166.03,146.2175,,,,
PR,Matinhos,236.03,178.23,90.97,149.27,163.625,,,,
PR,Mato Rico,175.1,127.27,110.7,157.43,142.625,,,,
PR,Mauá da Serra,176.37,123.03,94.53,140.5,133.6075,,,,
PR,Medianeira,163.13,141.52,116.22,166.4,146.8175,,,,
PR,Mercedes,165.43,137.3,92.7,167.57,140.75,,,,
PR,Mirador,163.7,103.63,64.47,132,115.95,,,,
PR,Miraselva,185.63,105.1,61.03,118.37,117.5325,,,,
PR,Missal,167.1,142.77,108.8,168.7,146.8425,,,,
PR,Moreira Sales,172.27,118.4,91.37,151.7,133.435,,,,
PR,Morretes,204.12,143.48,87.33,139.68,143.6525,,,,
PR,Munhoz de Melo,168.43,99.57,55.33,108.97,108.075,,,,
PR,Nossa Senhora das Graças,169.8,96.4,52.7,109.2,107.025,,,,
PR,Nova Aliança do Ivaí,162.6,100.17,59.3,124.83,111.725,,,,
PR,Nova América da Colina,186.4,104.17,64.93,122.37,119.4675,,,,
PR,Nova Aurora,172.17,129.05,99.98,162.78,140.995,,,,
PR,Nova Cantu,176.73,126.72,107.85,159.75,142.7625,,,,
PR,Nova Esperança,158.7,98.69,57.9,114.77,107.515,,,,
PR,Nova Esperança do Sudoeste,172.17,147.87,132.73,177.9,157.6675,,,,
PR,Nova Fátima,182.1,105.77,69.33,124.5,120.425,,,,
PR,Nova Laranjeiras,178.68,138.38,120.73,172.23,152.505,,,,
PR,Nova Londrina,169.1,101.97,57.43,137.13,116.4075,,,,
PR,Nova Olímpia,166.87,110.37,71.67,144.8,123.4275,,,,
PR,Nova Santa Bárbara,183.33,112.5,77.73,131.2,126.19,,,,
PR,Nova Santa Rosa,166.73,136.2,94.33,166.6,140.965,,,,
PR,Nova Prata do Iguaçu,167.5,138.27,119.87,170.27,148.9775,,,,
PR,Nova Tebas,171.27,123.08,105.55,148.58,137.12,,,,
PR,Novo Itacolomi,173.17,113.9,79.27,126.93,123.3175,,,,
PR,Ortigueira,163.6,120.6,97.54,140.3,130.51,,,,
PR,Ourizona,156.73,100.37,61.97,114.33,108.35,,,,
PR,Ouro Verde do Oeste,169.73,138.63,104.53,168.27,145.29,,,,
PR,Paiçandu,154.03,99.5,59.03,107.77,105.0825,,,,
PR,Palmas,158.27,152.24,144.16,172.09,156.69,,,,
PR,Palmeira,153.33,104.17,93.22,127.63,119.5875,,,,
PR,Palmital,175.98,129.28,112.55,160.23,144.51,,,,
PR,Palotina,166.43,130.63,90.5,163.45,137.7525,,,,
PR,Paraíso do Norte,161.67,101.53,62.4,125.6,112.8,,,,
PR,Paranacity,162.03,95.7,52.97,113.87,106.1425,,,,
PR,Paranaguá,245.92,185.19,90.52,150.46,168.0225,,,,
PR,Paranapoema,164.73,92.7,49.73,111.27,104.6075,,,,
PR,Paranavaí,163.17,99.57,58.04,123.76,111.135,,,,
PR,Pato Bragado,166.27,138.6,96.4,168.27,142.385,,,,
PR,Pato Branco,175.33,158.17,145.87,185.4,166.1925,,,,
PR,Paula Freitas,149.6,120.5,112.83,143.47,131.6,,,,
PR,Paulo Frontin,147.33,118.55,110.55,140.6,129.2575,,,,
PR,Peabiru,169.78,110.12,85.82,135.72,125.36,,,,
PR,Perobal,,,,,#DIV/0!,,,,
PR,Pérola,166.5,124.78,82.18,161.02,133.62,,,,
PR,Pérola d'Oeste,161.3,142.5,128.83,168.1,150.1825,,,,
PR,Piên,170.57,117.33,94.7,132.27,128.7175,,,,
PR,Pinhais,177.5,119.67,86.07,133.2,129.11,,,,
PR,Pinhalão,167,99.5,73,120.73,115.0575,,,,
PR,Pinhal de São Bento,163.3,144.03,131.73,170.3,152.34,,,,
PR,Pinhão,166.63,142.28,131.62,164.91,151.36,,,,
PR,Piraí do Sul,172.05,114.78,90.2,129.03,126.515,,,,
PR,Piraquara,177.5,119.67,86.07,133.2,129.11,,,,
PR,Pitanga,171.68,129.15,114.03,154,142.215,,,,
PR,Pitangueiras,178.5,107.17,63.23,116.73,116.4075,,,,
PR,Planaltina do Paraná,166.23,104.47,62.97,137.37,117.76,,,,
PR,Planalto,161.07,140.23,124.5,167.13,148.2325,,,,
PR,Ponta Grossa,158.81,104.6,90.95,127.86,120.555,,,,
PR,Pontal do Paraná,,,,,#DIV/0!,,,,
PR,Porecatu,176.87,93.27,50.7,109.97,107.7025,,,,
PR,Porto Amazonas,151,104.77,92.93,124.47,118.2925,,,,
PR,Porto Barreiro,,,,,#DIV/0!,,,,
PR,Porto Rico,171.47,106.17,59.63,145.37,120.66,,,,
PR,Porto Vitória,157.93,132.9,126.63,157.1,143.64,,,,
PR,Prado Ferreira,,,,,#DIV/0!,,,,
PR,Pranchita,161.3,142.5,128.83,168.1,150.1825,,,,
PR,Presidente Castelo Branco,157.23,98.83,58.07,112.37,106.625,,,,
PR,Primeiro de Maio,179.73,93.7,52.8,110.07,109.075,,,,
PR,Prudentópolis,161.14,124.87,114.9,147.42,137.0825,,,,
PR,Quarto Centenário,,,,,#DIV/0!,,,,
PR,Quatiguá,169.33,93.2,61.77,113.37,109.4175,,,,
PR,Quatro Barras,177.5,119.67,86.07,133.2,129.11,,,,
PR,Quatro Pontes,169.2,136.93,100.27,167.23,143.4075,,,,
PR,Quedas do Iguaçu,179.28,139.2,120.03,174.88,153.3475,,,,
PR,Querência do Norte,170.37,111.87,65.52,151.18,124.735,,,,
PR,Quinta do Sol,160.9,105,72.93,121.2,115.0075,,,,
PR,Quitandinha,160.63,111.53,93.8,126.7,123.165,,,,
PR,Ramilândia,168.7,143.03,112.17,169.3,148.3,,,,
PR,Rancho Alegre,183.5,98.2,57.87,115.37,113.735,,,,
PR,Rancho Alegre D'Oeste,173.67,121.33,96.07,155.03,136.525,,,,
PR,Realeza,163.75,138.82,121.62,168.37,148.14,,,,
PR,Rebouças,152,116.5,108.04,138.44,128.745,,,,
PR,Renascença,175.7,158.1,146.37,185.03,166.3,,,,
PR,Reserva,153.49,123.89,110.12,145.67,133.2925,,,,
PR,Reserva do Iguaçu,,,,,#DIV/0!,,,,
PR,Ribeirão Claro,177.53,91.47,53.6,110.27,108.2175,,,,
PR,Ribeirão do Pinhal,176.77,103.25,68.73,122.37,117.78,,,,
PR,Rio Azul,153.17,120.6,112.5,142.33,132.15,,,,
PR,Rio Bom,179.2,117.13,82.43,131.87,127.6575,,,,
PR,Rio Bonito do Iguaçu,176.8,140.83,122.97,176.17,154.1925,,,,
PR,Rio Branco do Ivaí,,,,,#DIV/0!,,,,
PR,Rio Branco do Sul,169.22,106.44,80.66,120.91,119.3075,,,,
PR,Rio Negro,160.8,109.5,92.32,126.48,122.275,,,,
PR,Rolândia,189.93,111.1,67,123.8,122.9575,,,,
PR,Roncador,175.98,124.9,107.6,155.6,141.02,,,,
PR,Rondon,165.22,107.78,71.9,137.68,120.645,,,,
PR,Rosário do Ivaí,161.33,122.9,103.83,143.67,132.9325,,,,
PR,Sabáudia,177.77,110.27,68.1,119.57,118.9275,,,,
PR,Salgado Filho,166.87,146.1,133.27,173.67,154.9775,,,,
PR,Salto do Itararé,166.6,88.7,58.67,109.3,105.8175,,,,
PR,Salto do Lontra,171.07,142.63,125.7,174.9,153.575,,,,
PR,Santa Amélia,179.43,98.9,61.1,117.8,114.3075,,,,
PR,Santa Cecília do Pavão,183.33,112.5,77.73,131.2,126.19,,,,
PR,Santa Cruz de Monte Castelo,169.67,111.63,66.83,150.63,124.69,,,,
PR,Santa Fé,161.93,97.4,53.47,106.8,104.9,,,,
PR,Santa Helena,167.27,141.33,104.4,168.93,145.4825,,,,
PR,Santa Inês,167.4,93,49.97,109.67,105.01,,,,
PR,Santa Isabel do Ivaí,169.07,109.43,66,147.8,123.075,,,,
PR,Santa Izabel do Oeste,167.97,141.73,125.23,172.3,151.8075,,,,
PR,Santa Lúcia,166.83,138.13,117.53,168.87,147.84,,,,
PR,Santa Maria do Oeste,175.68,133.53,118.73,159.95,146.9725,,,,
PR,Santa Mariana,180.87,96.6,57.33,115.4,112.55,,,,
PR,Santa Mônica,167.73,106.9,64.5,143.27,120.6,,,,
PR,Santana do Itararé,161.77,83.57,58.73,106.03,102.525,,,,
PR,Santa Tereza do Oeste,175.23,142.2,117.37,172.37,151.7925,,,,
PR,Santa Terezinha de Itaipu,163.93,145.87,114.63,165.53,147.49,,,,
PR,Santo Antônio da Platina,178.3,96.33,57.77,114.9,111.825,,,,
PR,Santo Antônio do Caiuá,164.77,95.5,52.4,119.47,108.035,,,,
PR,Santo Antônio do Paraíso,179.7,109.63,75.87,128.6,123.45,,,,
PR,Santo Antônio do Sudoeste,162.92,144.75,132.62,169.97,152.565,,,,
PR,Santo Inácio,167.4,93,49.97,109.67,105.01,,,,
PR,São Carlos do Ivaí,161.67,101.53,62.4,125.6,112.8,,,,
PR,São Jerônimo da Serra,183.12,115.9,82.25,134.35,128.905,,,,
PR,São João,175.47,145.33,128.43,178.9,157.0325,,,,
PR,São João do Caiuá,162.97,97.2,54.87,119.03,108.5175,,,,
PR,São João do Ivaí,165.5,110.67,83.83,130.17,122.5425,,,,
PR,São João do Triunfo,148.36,108.37,98.54,130.88,121.5375,,,,
PR,São Jorge d'Oeste,174.74,140.56,122.36,175.96,153.405,,,,
PR,São Jorge do Ivaí,159.47,101.5,64.4,121.13,111.625,,,,
PR,São Jorge do Patrocínio,164.62,126.65,79.57,163.47,133.5775,,,,
PR,São José da Boa Vista,165.87,86.7,62.7,110.6,106.4675,,,,
PR,São José das Palmeiras,167.87,139.13,102.2,168.23,144.3575,,,,
PR,São José dos Pinhais,176.07,121.53,90.2,133.62,130.355,,,,
PR,São Manoel do Paraná,161.83,103.33,66.73,127.57,114.865,,,,
PR,São Mateus do Sul,139.74,106.58,97.38,129.08,118.195,,,,
PR,São Miguel do Iguaçu,162.4,142.4,114.27,165.68,146.1875,,,,
PR,São Pedro do Iguaçu,170.1,140.5,109.07,169.2,147.2175,,,,
PR,São Pedro do Ivaí,162.03,106.77,73.47,119.7,115.4925,,,,
PR,São Pedro do Paraná,171.47,106.17,59.63,145.37,120.66,,,,
PR,São Sebastião da Amoreira,187.07,109.5,71.87,127.9,124.085,,,,
PR,São Tomé,163.63,105.73,72.3,130.87,118.1325,,,,
PR,Sapopema,171.06,113.93,85.86,133.4,126.0625,,,,
PR,Sarandi,153.73,100.13,57.43,103.47,103.69,,,,
PR,Saudade do Iguaçu,174.83,146,130.07,177.83,157.1825,,,,
PR,Sengés,178.34,94.39,69.13,117.53,114.8475,,,,
PR,Serranópolis do Iguaçu,,,,,#DIV/0!,,,,
PR,Sertaneja,176.5,90.57,50.73,107.63,106.3575,,,,
PR,Sertanópolis,188,101.93,60,118.23,117.04,,,,
PR,Siqueira Campos,166.6,88.7,58.67,109.3,105.8175,,,,
PR,Sulina,175.47,145.33,128.43,178.9,157.0325,,,,
PR,Tamarana,,,,,#DIV/0!,,,,
PR,Tamboara,161.67,101.53,62.4,125.6,112.8,,,,
PR,Tapejara,167.22,110.58,77.67,140.88,124.0875,,,,
PR,Tapira,166.73,108.23,67.5,143.57,121.5075,,,,
PR,Teixeira Soares,156.08,113.05,104.28,137.06,127.6175,,,,
PR,Telêmaco Borba,155.8,117.36,98.32,137.63,127.2775,,,,
PR,Terra Boa,164.9,106.8,77.33,130.43,119.865,,,,
PR,Terra Rica,166.65,98.47,54.88,127.92,111.98,,,,
PR,Terra Roxa,165.02,133.42,88.1,164.75,137.8225,,,,
PR,Tibagi,155.83,117.4,102.19,137.71,128.2825,,,,
PR,Tijucas do Sul,180.47,126.05,94.03,136.97,134.38,,,,
PR,Toledo,171.58,137.59,105.48,168.2,145.7125,,,,
PR,Tomazina,168.72,94.75,64.55,115.32,110.835,,,,
PR,Três Barras do Paraná,173.83,138.8,118.83,173.03,151.1225,,,,
PR,Tunas do Paraná,190.57,119.9,79.3,126.79,129.14,,,,
PR,Tuneiras do Oeste,171.2,115.07,86.98,146.9,130.0375,,,,
PR,Tupãssi,171.57,133.53,101.93,165.9,143.2325,,,,
PR,Turvo,167.48,129.84,117.22,152.58,141.78,,,,
PR,Ubiratã,172.3,125.25,99.23,159.77,139.1375,,,,
PR,Umuarama,168.17,118.99,80.98,155.19,130.8325,,,,
PR,União da Vitória,157.15,129.85,122.93,153.02,140.7375,,,,
PR,Uniflor,159.1,96.27,53.27,108.43,104.2675,,,,
PR,Uraí,190.8,106.7,66,124.23,121.9325,,,,
PR,Wenceslau Braz,164.77,88.2,61.47,110.23,106.1675,,,,
PR,Ventania,164.24,111.21,88.49,129.99,123.4825,,,,
PR,Vera Cruz do Oeste,171.23,143.5,115.1,170.63,150.115,,,,
PR,Verê,172.93,147.43,131.4,179.62,157.845,,,,
PR,Vila Alta,166.61,121.66,75.97,160.23,131.1175,,,,
PR,Doutor Ulysses,174.3,100.4,73.82,117.12,116.41,,,,
PR,Virmond,174.87,139.8,124.9,169.03,152.15,,,,
PR,Vitorino,175.7,158.1,146.37,185.03,166.3,,,,
PR,Xambrê,167.2,121.43,80.57,158.27,131.8675,,,,
